inventario_id,cliente_id,cliente_nombre,tipo_equipo,marca,modelo,fecha_lectura,horometro_h,ubicacion
EQP-0067,CLI-005,Cliente 005,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2022-03-01T00:00:00Z,349,Sucursal 3 - Ushuaia
EQP-0080,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 6.7,2025-07-01T00:00:00Z,3330,Depósito 3 - Ushuaia
EQP-0092,CLI-026,Cliente 026,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2024-10-01T00:00:00Z,-108627,Planta 2 - Tolhuin
EQP-0012,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-08-01T00:00:00Z,4486,Depósito 2 - Río Grande
EQP-0039,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2024-05-01T00:00:00Z,103773,Planta 2 - Ushuaia
EQP-0077,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2023-04-01T00:00:00Z,1161,Planta 3 - Tolhuin
EQP-0023,CLI-041,Cliente 041,Motor Cummins,Cummins,QSB 4.5,2025-01-01T00:00:00Z,907,Planta 5 - Ushuaia
EQP-0085,CLI-001,Cliente 001,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2023-01-01T00:00:00Z,1396,Depósito 3 - Ushuaia
EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-03-01T00:00:00Z,655,Planta 4 - Tolhuin
EQP-0036,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2025-02-01T00:00:00Z,3705,Taller 2 - Ushuaia
EQP-0046,CLI-039,Cliente 039,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2023-12-01T00:00:00Z,-69613,Depósito 3 - Ushuaia
EQP-0081,CLI-040,Cliente 040,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-10-01T00:00:00Z,657,Obra 5 - Tolhuin
EQP-0028,CLI-026,Cliente 026,Motor Cummins,Cummins,QSB 4.5,2023-04-01T00:00:00Z,854,Planta 5 - Ushuaia
EQP-0012,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-01-01T00:00:00Z,3683,Depósito 2 - Ushuaia
EQP-0062,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2023-01-01T00:00:00Z,258,Obra 1 - Tolhuin
EQP-0044,CLI-017,Cliente 017,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-01-11T00:00:00Z,-56548,Taller 5 - Río Grande
EQP-0070,CLI-044,Cliente 044,Motor Cummins,Cummins,QSB 4.5,2025-05-01T00:00:00Z,30205,Obra 5 - Ushuaia
EQP-0012,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-10-01T00:00:00Z,1115,Depósito 2 - Ushuaia
EQP-0046,CLI-039,Cliente 039,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2024-11-01T00:00:00Z,1726,Depósito 3 - Ushuaia
EQP-0066,CLI-026,Cliente 026,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-01-06T00:00:00Z,4308,Obra 5 - Ushuaia
EQP-0019,CLI-036,Cliente 036,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2023-10-01T00:00:00Z,298,Planta 1 - Río Grande
EQP-0014,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-11-01T00:00:00Z,3894,Sucursal 4 - Ushuaia
EQP-0091,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2025-07-01T00:00:00Z,225,Obra 2 - Ushuaia
EQP-0065,CLI-038,Cliente 038,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2024-05-01T00:00:00Z,1689,Taller 4 - Río Grande
EQP-0064,CLI-038,Cliente 038,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2022-04-01T00:00:00Z,257,Depósito 4 - Ushuaia
EQP-0095,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-06-01T00:00:00Z,3386,Taller 2 - Río Grande
EQP-0020,CLI-028,Cliente 028,Motor Cummins,Cummins,QSB 4.5,2022-04-01T00:00:00Z,206,Sucursal 3 - Río Grande
EQP-0032,CLI-026,Cliente 026,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2022-09-01T00:00:00Z,314,Planta 3 - Río Grande
EQP-0063,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-03-01T00:00:00Z,3133,Sucursal 4 - Tolhuin
EQP-0057,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-01-01T00:00:00Z,1379,Planta 4 - Tolhuin
EQP-0043,CLI-030,Cliente 030,Motor Cummins,Cummins,QSB 4.5,2024-01-01T00:00:00Z,115006,Depósito 3 - Río Grande
EQP-0060,CLI-049,Cliente 049,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2023-06-01T00:00:00Z,-39740,Obra 3 - Tolhuin
EQP-0074,CLI-049,Cliente 049,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2024-08-01T00:00:00Z,3963,Oficina 2 - Río Grande
EQP-0078,CLI-005,Cliente 005,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-02-01T00:00:00Z,614,Depósito 2 - Río Grande
EQP-0068,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 6.7,2025-05-01T00:00:00Z,3403,Oficina 3 - Ushuaia
EQP-0088,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2023-06-01T00:00:00Z,356,Sucursal 4 - Río Grande
EQP-0036,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2025-03-01T00:00:00Z,3832,Taller 2 - Ushuaia
EQP-0046,CLI-039,Cliente 039,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2022-11-01T00:00:00Z,261,Depósito 3 - Ushuaia
EQP-0054,CLI-033,Cliente 033,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-11-01T00:00:00Z,139,Sucursal 3 - Río Grande
EQP-0080,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 6.7,2023-12-01T00:00:00Z,-92763,Depósito 3 - Ushuaia
EQP-0063,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-05-01T00:00:00Z,3319,Sucursal 4 - Tolhuin
EQP-0076,CLI-044,Cliente 044,Motor Cummins,Cummins,QSB 4.5,2025-01-01T00:00:00Z,1714,Taller 2 - Ushuaia
EQP-0038,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-05-01T00:00:00Z,1164,Taller 1 - Río Grande
EQP-0077,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2024-11-01T00:00:00Z,2487,Planta 3 - Tolhuin
EQP-0036,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2022-10-01T00:00:00Z,1011,Taller 2 - Ushuaia
EQP-0074,CLI-049,Cliente 049,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2024-01-01T00:00:00Z,3224,Oficina 2 - Tolhuin
EQP-0018,CLI-026,Cliente 026,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-08-01T00:00:00Z,3329,Obra 3 - Río Grande
EQP-0071,CLI-030,Cliente 030,Motor Cummins,Cummins,QSB 6.7,2024-11-01T00:00:00Z,319,Taller 5 - Ushuaia
EQP-0029,CLI-013,Cliente 013,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2025-01-09T00:00:00Z,163,Depósito 5 - Río Grande
EQP-0075,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 4.5,2022-12-01T00:00:00Z,853,Oficina 2 - Ushuaia
EQP-0094,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2023-11-01T00:00:00Z,3115,Taller 2 - Ushuaia
EQP-0050,CLI-024,Cliente 024,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2023-08-01T00:00:00Z,1281,Taller 5 - Tolhuin
EQP-0053,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2022-10-01T00:00:00Z,131,Oficina 2 - Ushuaia
EQP-0032,CLI-026,Cliente 026,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2024-03-01T00:00:00Z,1655,Planta 3 - Tolhuin
EQP-0032,CLI-026,Cliente 026,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2024-06-01T00:00:00Z,1907,Planta 3 - Río Grande
EQP-0080,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 6.7,2024-09-01T00:00:00Z,2548,Depósito 3 - Ushuaia
EQP-0033,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2025-10-01T00:00:00Z,2418,Taller 5 - Río Grande
EQP-0026,CLI-026,Cliente 026,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2023-03-01T00:00:00Z,168,Taller 4 - Ushuaia
EQP-0079,CLI-014,Cliente 014,Motor Cummins,Cummins,QSB 6.7,2024-06-01T00:00:00Z,170,Taller 2 - Río Grande
EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-10-01T00:00:00Z,1292,Obra 5 - Río Grande
EQP-0071,CLI-030,Cliente 030,Motor Cummins,Cummins,QSB 6.7,2024-01-07T00:00:00Z,50,Taller 5 - Ushuaia
EQP-0034,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-01-04T00:00:00Z,3030,Obra 5 - Río Grande
EQP-0014,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-04-01T00:00:00Z,4391,Sucursal 4 - Ushuaia
EQP-0081,CLI-040,Cliente 040,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-12-01T00:00:00Z,1131,Planta 2 - Río Grande
EQP-0029,CLI-013,Cliente 013,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2023-06-01T00:00:00Z,213,Depósito 5 - Tolhuin
EQP-0042,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-04-01T00:00:00Z,1228,Oficina 1 - Ushuaia
EQP-0075,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 4.5,2022-08-01T00:00:00Z,567,Oficina 2 - Tolhuin
EQP-0072,CLI-032,Cliente 032,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-05-01T00:00:00Z,43,Oficina 5 - Tolhuin
EQP-0080,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 6.7,2023-05-01T00:00:00Z,1391,Depósito 3 - Ushuaia
EQP-0086,CLI-014,Cliente 014,Motor Cummins,Cummins,QSB 6.7,2024-07-01T00:00:00Z,204,Planta 4 - Río Grande
EQP-0040,CLI-038,Cliente 038,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2024-05-01T00:00:00Z,457,Sucursal 1 - Ushuaia
EQP-0074,CLI-049,Cliente 049,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2023-10-01T00:00:00Z,2894,Oficina 2 - Río Grande
EQP-0014,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-09-01T00:00:00Z,3693,Sucursal 4 - Tolhuin
EQP-0002,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 6.7,2024-10-01T00:00:00Z,3076,Sucursal 4 - Tolhuin
EQP-0020,CLI-028,Cliente 028,Motor Cummins,Cummins,QSB 4.5,2024-11-01T00:00:00Z,1292,Depósito 3 - Tolhuin
EQP-0083,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-09-01T00:00:00Z,3896,Planta 5 - Río Grande
EQP-0095,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-11-01T00:00:00Z,906,Taller 2 - Tolhuin
EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-10-01T00:00:00Z,1527,Sucursal 3 - Río Grande
EQP-0013,CLI-036,Cliente 036,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2024-08-01T00:00:00Z,1708,Oficina 1 - Río Grande
EQP-0059,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-07-01T00:00:00Z,319,Oficina 1 - Ushuaia
EQP-0007,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 4.5,2022-06-01T00:00:00Z,51,Taller 2 - Río Grande
EQP-0013,CLI-036,Cliente 036,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2023-06-01T00:00:00Z,955,Oficina 1 - Ushuaia
EQP-0048,CLI-001,Cliente 001,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2025-09-01T00:00:00Z,526,Planta 3 - Tolhuin
EQP-0004,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-12-01T00:00:00Z,3455,Planta 4 - Ushuaia
EQP-0066,CLI-026,Cliente 026,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-07-01T00:00:00Z,2733,Obra 5 - Tolhuin
EQP-0029,CLI-013,Cliente 013,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2025-07-01T00:00:00Z,1585,Depósito 5 - Río Grande
EQP-0024,CLI-036,Cliente 036,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2023-11-01T00:00:00Z,663,Planta 5 - Tolhuin
EQP-0027,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-07-01T00:00:00Z,428,Obra 4 - Río Grande
EQP-0092,CLI-026,Cliente 026,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2023-11-01T00:00:00Z,570,Planta 2 - Tolhuin
EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-03-01T00:00:00Z,696,Sucursal 3 - Río Grande
EQP-0100,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-07-01T00:00:00Z,1794,Planta 2 - Río Grande
EQP-0036,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2023-01-11T00:00:00Z,219,Taller 2 - Tolhuin
EQP-0038,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-08-01T00:00:00Z,1895,Taller 1 - Río Grande
EQP-0030,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 6.7,2024-03-01T00:00:00Z,1571,Taller 4 - Ushuaia
EQP-0097,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2023-10-01T00:00:00Z,239,Sucursal 5 - Tolhuin
EQP-0060,CLI-049,Cliente 049,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2024-12-01T00:00:00Z,1566,Obra 3 - Ushuaia
EQP-0004,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-06-01T00:00:00Z,61,Planta 4 - Tolhuin
EQP-0050,CLI-024,Cliente 024,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2024-01-01T00:00:00Z,1620,Taller 5 - Ushuaia
EQP-0039,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2025-03-01T00:00:00Z,646,Planta 2 - Ushuaia
EQP-0012,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-05-01T00:00:00Z,2926,Depósito 2 - Tolhuin
EQP-0014,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-02-01T00:00:00Z,2972,Sucursal 4 - Río Grande
EQP-0063,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-04-01T00:00:00Z,4379,Sucursal 4 - Tolhuin
EQP-0075,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 4.5,2025-10-01T00:00:00Z,3231,Oficina 2 - Tolhuin
EQP-0059,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-10-01T00:00:00Z,384,Oficina 1 - Río Grande
EQP-0007,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 4.5,2023-03-01T00:00:00Z,1245,Taller 4 - Ushuaia
EQP-0009,CLI-009,Cliente 009,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2023-03-01T00:00:00Z,1170,Oficina 5 - Tolhuin
EQP-0021,CLI-026,Cliente 026,Motor Cummins,Cummins,QSB 4.5,2023-04-01T00:00:00Z,1299,Obra 2 - Río Grande
EQP-0009,CLI-009,Cliente 009,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2024-06-01T00:00:00Z,2175,Oficina 5 - Río Grande
EQP-0064,CLI-038,Cliente 038,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2022-10-01T00:00:00Z,587,Depósito 4 - Ushuaia
EQP-0085,CLI-001,Cliente 001,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2024-07-01T00:00:00Z,3136,Depósito 3 - Ushuaia
EQP-0094,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2022-08-01T00:00:00Z,1211,Taller 2 - Ushuaia
EQP-0021,CLI-026,Cliente 026,Motor Cummins,Cummins,QSB 4.5,2022-03-01T00:00:00Z,212,Obra 2 - Ushuaia
EQP-0065,CLI-038,Cliente 038,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2025-03-01T00:00:00Z,2334,Taller 4 - Río Grande
EQP-0020,CLI-028,Cliente 028,Motor Cummins,Cummins,QSB 4.5,2022-09-01T00:00:00Z,36,Depósito 3 - Tolhuin
EQP-0003,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-12-01T00:00:00Z,1349,Taller 3 - Ushuaia
EQP-0027,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-07-01T00:00:00Z,2236,Depósito 5 - Tolhuin
EQP-0014,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-06-01T00:00:00Z,2110,Sucursal 4 - Tolhuin
EQP-0028,CLI-026,Cliente 026,Motor Cummins,Cummins,QSB 4.5,2022-08-01T00:00:00Z,281,Planta 5 - Tolhuin
EQP-0081,CLI-040,Cliente 040,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-11-01T00:00:00Z,340,Obra 5 - Ushuaia
EQP-0043,CLI-030,Cliente 030,Motor Cummins,Cummins,QSB 4.5,2022-10-01T00:00:00Z,855,Depósito 3 - Río Grande
EQP-0041,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-07-01T00:00:00Z,2108,Taller 2 - Tolhuin
EQP-0085,CLI-001,Cliente 001,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2024-09-01T00:00:00Z,3296,Depósito 3 - Tolhuin
EQP-0032,CLI-026,Cliente 026,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2025-01-09T00:00:00Z,2680,Planta 3 - Río Grande
EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,2025-10-01T00:00:00Z,2192,Sucursal 4 - Río Grande
EQP-0099,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-12-01T00:00:00Z,3430,Depósito 4 - Tolhuin
EQP-0005,CLI-001,Cliente 001,Motor Cummins,Cummins,QSB 6.7,2024-06-01T00:00:00Z,88,Oficina 2 - Tolhuin
EQP-0046,CLI-039,Cliente 039,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2023-11-01T00:00:00Z,1063,Depósito 3 - Ushuaia
EQP-0042,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-10-01T00:00:00Z,3402,Oficina 1 - Ushuaia
EQP-0020,CLI-028,Cliente 028,Motor Cummins,Cummins,QSB 4.5,2024-03-01T00:00:00Z,1019,Depósito 3 - Río Grande
EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2022-04-01T00:00:00Z,375,Obra 3 - Río Grande
EQP-0069,CLI-049,Cliente 049,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2024-07-01T00:00:00Z,489,Depósito 5 - Tolhuin
EQP-0046,CLI-039,Cliente 039,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2025-06-01T00:00:00Z,2208,Depósito 3 - Ushuaia
EQP-0033,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2023-07-01T00:00:00Z,977,Taller 5 - Ushuaia
EQP-0052,CLI-016,Cliente 016,Motor Cummins,Cummins,QSB 4.5,2025-07-01T00:00:00Z,64,Taller 1 - Ushuaia
EQP-0026,CLI-026,Cliente 026,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2022-11-01T00:00:00Z,5,Taller 4 - Tolhuin
EQP-0066,CLI-026,Cliente 026,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-01-07T00:00:00Z,4438,Obra 5 - Río Grande
EQP-0007,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 4.5,2025-01-01T00:00:00Z,3099,Taller 4 - Río Grande
EQP-0095,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-05-01T00:00:00Z,2237,Taller 2 - Ushuaia
EQP-0041,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-11-01T00:00:00Z,2477,Taller 2 - Ushuaia
EQP-0029,CLI-013,Cliente 013,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2025-10-01T00:00:00Z,1672,Depósito 5 - Tolhuin
EQP-0026,CLI-026,Cliente 026,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-05-01T00:00:00Z,899,Taller 4 - Tolhuin
EQP-0003,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-04-01T00:00:00Z,111,Taller 3 - Río Grande
EQP-0043,CLI-030,Cliente 030,Motor Cummins,Cummins,QSB 4.5,2023-06-01T00:00:00Z,1695,Depósito 3 - Río Grande
EQP-0023,CLI-041,Cliente 041,Motor Cummins,Cummins,QSB 4.5,2025-06-01T00:00:00Z,1318,Planta 5 - Ushuaia
EQP-0033,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2023-04-01T00:00:00Z,786,Taller 5 - Río Grande
EQP-0071,CLI-030,Cliente 030,Motor Cummins,Cummins,QSB 6.7,2025-05-01T00:00:00Z,809,Taller 5 - Ushuaia
EQP-0056,CLI-011,Cliente 011,Motor Cummins,Cummins,QSB 6.7,2025-07-01T00:00:00Z,35,Obra 2 - Tolhuin
EQP-0050,CLI-024,Cliente 024,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2022-03-01T00:00:00Z,-78749,Planta 4 - Río Grande
EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-09-01T00:00:00Z,55764,Obra 5 - Río Grande
EQP-0046,CLI-039,Cliente 039,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2023-03-01T00:00:00Z,565,Depósito 3 - Ushuaia
EQP-0013,CLI-036,Cliente 036,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2025-03-01T00:00:00Z,2062,Oficina 1 - Tolhuin
EQP-0089,CLI-044,Cliente 044,Motor Cummins,Cummins,QSB 4.5,2022-06-01T00:00:00Z,309,Taller 3 - Tolhuin
EQP-0018,CLI-026,Cliente 026,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-02-01T00:00:00Z,1892,Obra 3 - Río Grande
EQP-0077,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2023-05-01T00:00:00Z,1208,Planta 3 - Tolhuin
EQP-0098,CLI-039,Cliente 039,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-08-01T00:00:00Z,955,Sucursal 3 - Ushuaia
EQP-0053,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2022-07-01T00:00:00Z,46,Oficina 2 - Río Grande
EQP-0033,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2025-03-01T00:00:00Z,2103,Taller 5 - Río Grande
EQP-0081,CLI-040,Cliente 040,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-07-01T00:00:00Z,227,Obra 5 - Ushuaia
EQP-0005,CLI-001,Cliente 001,Motor Cummins,Cummins,QSB 6.7,2024-10-01T00:00:00Z,262,Oficina 2 - Tolhuin
EQP-0075,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 4.5,2024-09-01T00:00:00Z,2379,Oficina 2 - Ushuaia
EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-02-01T00:00:00Z,661,Sucursal 3 - Río Grande
EQP-0046,CLI-039,Cliente 039,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2023-09-01T00:00:00Z,962,Depósito 3 - Ushuaia
EQP-0013,CLI-036,Cliente 036,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2022-09-01T00:00:00Z,524,Oficina 1 - Ushuaia
EQP-0086,CLI-014,Cliente 014,Motor Cummins,Cummins,QSB 6.7,2024-06-01T00:00:00Z,181,Planta 4 - Río Grande
EQP-0014,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-08-01T00:00:00Z,4788,Sucursal 4 - Ushuaia
EQP-0060,CLI-049,Cliente 049,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2023-05-01T00:00:00Z,750,Obra 3 - Río Grande
EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-08-01T00:00:00Z,743,Oficina 5 - Ushuaia
EQP-0043,CLI-030,Cliente 030,Motor Cummins,Cummins,QSB 4.5,2024-12-01T00:00:00Z,3519,Depósito 3 - Río Grande
EQP-0032,CLI-026,Cliente 026,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2023-06-01T00:00:00Z,1055,Planta 3 - Río Grande
EQP-0042,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-01-04T00:00:00Z,263,Oficina 1 - Ushuaia
EQP-0093,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-02-01T00:00:00Z,1372,Sucursal 4 - Tolhuin
EQP-0097,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2024-08-01T00:00:00Z,1043,Sucursal 5 - Río Grande
